DateTime,WaterCol,Epi,Meta,Hypo
2016-02-05T05:00:00Z,13.804596743901643,13.42318165357543,14.622054353777923,14.354984885439093
2016-03-30T05:00:00Z,8.860783396039839,8.819911335504562,9.144744947077832,6.82901821049366
2016-04-04T05:00:00Z,8.177725935805771,8.217170769687229,8.26168579726163,6.3267459633653775
2016-04-06T05:00:00Z,9.258528475442528,9.464953433033193,9.019628009551125,6.79377450336321
2016-04-11T05:00:00Z,10.09653064000138,10.416363669284914,9.609602165504347,7.52103577356925
2016-04-20T05:00:00Z,9.615506800473856,9.572363560644698,9.963079653670416,6.9615570191451885
2016-04-25T05:00:00Z,9.696131188803534,9.406241665070175,10.40622816775465,9.168975203352993
2016-05-02T05:00:00Z,9.58372782753622,9.272891259246173,10.174392424214808,10.836434715305812
2016-05-04T05:00:00Z,9.081231550831493,8.711902360414804,9.766689502756268,10.743825907482158
2016-05-09T05:00:00Z,9.127025232993578,8.887206163058595,9.465082166939894,11.346256748007866
2016-05-12T05:00:00Z,9.63178254394516,9.185002062284575,10.370643313199974,12.604948417771348
2016-05-16T05:00:00Z,8.917900112324363,8.267871093755735,10.029601368814554,12.852650873079797
2016-05-23T05:00:00Z,8.792839894858437,8.047491498632324,10.046970339232841,13.523796614367749
2016-05-26T05:00:00Z,10.23149119332362,9.870383129771373,10.708186397411305,13.91738153494278
2016-05-29T05:00:00Z,10.438347699721396,10.201154453336194,10.60327166456415,14.43727037257617
2016-05-30T05:00:00Z,9.926096218189885,9.468414995076598,10.544114621851701,14.450388298236538
2016-05-31T05:00:00Z,9.320823578700992,8.385788982179614,10.96326653917578,14.519572468467457
2016-06-01T05:00:00Z,11.152089042617588,11.228449702939622,10.617237739728166,14.994110341480763
2016-06-02T05:00:00Z,10.7084353397761,10.511977153850667,10.749301877727335,15.039898384542223
2016-06-03T05:00:00Z,11.03255051454015,11.016377823256727,10.697090373559833,14.996689803586376
2016-06-06T05:00:00Z,9.819296866007223,9.34387205340283,10.4043212606416,15.125391585647385
2016-06-07T05:00:00Z,9.238000926676749,8.315962040594979,10.782635180198238,15.162840027800476
2016-06-08T05:00:00Z,9.647560063069847,9.147416614152679,10.258515610054955,15.277295565619376
2016-06-09T05:00:00Z,9.22198983121144,8.417383202954275,10.496994973247395,15.168444554354453
2016-06-13T05:00:00Z,9.391393604167435,8.285930581078336,11.444686746291376,14.350725944910874
2016-06-20T05:00:00Z,10.270823279766773,9.816646129764244,10.983517257305978,13.702057328803493
2016-06-23T05:00:00Z,8.403566051365711,7.435582002966348,10.152387020636326,13.269113892207242
2016-06-26T05:00:00Z,8.899545585659721,8.455472188401052,9.536521625553982,12.891828920467065
2016-06-27T05:00:00Z,7.551732792315532,7.289140824554867,7.8918712187068,10.30133118520429
2016-06-30T05:00:00Z,8.175579297796576,8.152716164529195,7.8167206881464315,12.55117669729478
2016-07-05T05:00:00Z,8.060104444096165,8.430250954977188,6.849751682836693,11.966397567081861
2016-07-07T05:00:00Z,7.059777835178283,7.047173887140338,6.619384265424866,12.054588969586115
2016-07-11T05:00:00Z,7.064326037369498,7.594985940813905,5.476922175971102,11.090730679077474
2016-07-14T05:00:00Z,7.383200024047013,8.45161421133174,4.664618179868999,10.406302977558152
2016-07-18T05:00:00Z,7.8154450171791,8.762835051853576,5.524779265333139,9.218750408002581
2016-07-21T05:00:00Z,6.49265060825129,7.063238098060757,4.9513219394582055,9.059732273985547
2016-07-24T05:00:00Z,8.596648896369977,10.015290547805169,5.329483815768932,8.963267051833942
2016-07-26T05:00:00Z,7.699781894317961,8.828893624975274,5.030889538563063,8.72114667497672
2016-08-01T05:00:00Z,5.71778106700527,6.365016646857015,3.718564207107128,11.300460132296061
2016-08-08T05:00:00Z,5.6585295542711025,6.456584071152568,3.1055918314156554,13.477590347908759
2016-08-11T05:00:00Z,5.208323293195153,6.37567118559757,1.6785110890883064,14.468460833940128
2016-08-15T05:00:00Z,5.353373745257901,6.414721865236999,2.026359452610295,15.026086621360824
2016-08-18T05:00:00Z,5.818432705100773,6.543496244596947,3.244633762609846,15.63055853746838
2016-08-23T05:00:00Z,5.478393768646899,6.3898156842820475,2.418147396663821,15.948341868430155
2016-08-26T05:00:00Z,6.1402266581372125,6.1215062957190645,5.215582534724937,16.43940355154629
2016-09-02T05:00:00Z,5.6171116919658814,6.243936958140242,3.290294736674834,15.183057340989162
2016-09-06T05:00:00Z,6.090400912779007,6.5892043315976006,4.1223333258743,14.942770657643912
2016-09-09T05:00:00Z,7.558858982981281,8.943339399756018,3.718737471267286,14.854761472791646
2016-09-16T05:00:00Z,6.570767933400604,7.203324108433026,4.553129918621657,12.705742927140511
2016-09-17T05:00:00Z,6.359857826367518,7.754514521262159,2.5983670214630745,12.571652075807773
2016-09-20T05:00:00Z,7.527525509843527,8.189401333588771,5.734940701088764,10.554919023905635
2016-09-27T05:00:00Z,5.470948567226431,6.045171944583185,3.9331512439434535,7.912214903020841
2016-09-30T05:00:00Z,5.390081769356019,5.6408814803622835,4.611823940501931,7.591387024842387
2016-10-05T05:00:00Z,5.745006272591892,6.615594057046782,4.0908891099251035,2.23420193457089
2016-10-06T05:00:00Z,5.544996861512045,5.693816477649229,5.61616493021382,1.17650106211645
2016-10-07T05:00:00Z,5.969789166672085,6.049624539776113,5.986896930540459,3.8506256612357608
2016-10-11T05:00:00Z,6.69234686957283,6.400353722661379,7.283586055096042,7.481745980956508
2016-10-14T05:00:00Z,7.266331215898088,7.0682416614024,7.671752834525219,7.755844490126034
